transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,qty,rate,tax,total_amt,store_type,transaction_type
6801834681,273174,2014-02-13,4,1,1,642,67.41,709.41,Flagship store,Sale
10655853079,267375,2014-02-13,6,5,4,1486,624.12,6568.12,TeleShop,Sale
21685086436,274152,2014-02-13,2,6,3,765,240.975,2535.975,Flagship store,Sale
36041524849,274408,2014-02-13,3,5,3,771,242.865,2555.865,Flagship store,Sale
58780907716,270071,2014-02-13,11,6,2,819,171.99,1809.99,MBR,Sale
35353613089,270207,2014-02-13,4,1,3,126,39.69,417.69,Flagship store,Sale
2737048693,270263,2014-02-13,4,2,4,1108,465.36,4897.36,e-Shop,Sale
84834490422,271596,2014-02-13,4,1,-4,447,187.74,-1975.74,e-Shop,Return
78324020330,273304,2014-02-13,11,6,3,765,240.975,2535.975,e-Shop,Sale
88853694830,268444,2014-02-13,4,4,3,80,25.2,265.2,MBR,Sale
87149439767,273848,2014-02-13,6,5,3,1288,405.72,4269.72,TeleShop,Sale
89646857855,273598,2014-02-13,11,6,4,755,317.1,3337.1,MBR,Sale
12323853707,273552,2014-12-02,12,6,4,510,214.2,2254.2,TeleShop,Sale
60596009595,274652,2014-12-02,12,5,4,183,76.86,808.86,MBR,Sale
17146707816,274897,2014-12-02,12,5,3,622,195.93,2061.93,MBR,Sale
36792372906,275246,2014-12-02,2,6,1,1185,124.425,1309.425,e-Shop,Sale
38821078489,267025,2014-12-02,10,6,4,933,391.86,4123.86,e-Shop,Sale
23525861068,268100,2014-12-02,1,2,3,1318,415.17,4369.17,TeleShop,Sale
15403541663,266794,2014-12-02,3,2,2,322,67.62,711.62,e-Shop,Sale
45649838090,273667,2014-12-02,11,6,1,1450,152.25,1602.25,e-Shop,Sale
33433865581,269772,2014-12-02,4,2,3,1035,326.025,3431.025,TeleShop,Sale
55245382907,270810,2014-12-02,4,3,2,979,205.59,2163.59,TeleShop,Sale
74023090711,271180,2014-12-02,8,3,3,271,85.365,898.365,Flagship store,Sale
76916560921,268720,2014-12-02,10,6,-4,348,146.16,-1538.16,e-Shop,Return
79536458466,271944,2014-12-02,1,1,2,996,209.16,2201.16,e-Shop,Sale
69329009642,273799,2014-12-02,9,3,1,357,37.485,394.485,TeleShop,Sale
89214951500,273322,2014-12-02,12,6,1,1166,122.43,1288.43,TeleShop,Sale
78753279494,269758,2014-12-02,10,5,3,952,299.88,3155.88,MBR,Sale
97409887219,267466,2014-12-02,4,4,1,78,8.19,86.19,e-Shop,Sale
65228973233,270009,2014-12-02,11,5,2,301,63.21,665.21,e-Shop,Sale
83661978186,274678,2014-12-02,10,3,2,325,68.25,718.25,e-Shop,Sale
50149714801,270330,2014-11-02,10,6,5,1453,762.825,8027.825,Flagship store,Sale
39874643292,267524,2014-11-02,4,2,3,834,262.71,2764.71,e-Shop,Sale
59774938687,272137,2014-11-02,12,6,-1,541,56.805,-597.805,e-Shop,Return
26982813520,274048,2014-11-02,12,5,2,1410,296.1,3116.1,MBR,Sale
16894888318,273946,2014-11-02,11,6,1,1238,129.99,1367.99,e-Shop,Sale
2663044947,268959,2014-11-02,4,1,5,1440,756,7956,e-Shop,Sale
34493454984,269413,2014-11-02,4,4,3,1236,389.34,4097.34,MBR,Sale
17363873507,274693,2014-11-02,2,6,2,647,135.87,1429.87,TeleShop,Sale
43134751727,268487,2014-11-02,3,2,1,611,64.155,675.155,e-Shop,Sale
48458724845,274880,2014-11-02,11,5,4,431,181.02,1905.02,Flagship store,Sale
18326377260,269601,2014-11-02,4,2,4,710,298.2,3138.2,Flagship store,Sale
19332389714,267634,2014-11-02,3,1,2,335,70.35,740.35,Flagship store,Sale
6707537285,269933,2014-11-02,4,2,2,1196,251.16,2643.16,TeleShop,Sale
32636903929,270875,2014-11-02,10,3,-2,316,66.36,-698.36,e-Shop,Return
44081602885,274345,2014-11-02,11,5,2,1437,301.77,3175.77,MBR,Sale
77013937426,274781,2014-11-02,5,3,1,588,61.74,649.74,TeleShop,Sale
74015278814,269847,2014-11-02,4,1,5,1406,738.15,7768.15,TeleShop,Sale
67749427752,272137,2014-11-02,3,1,3,214,67.41,709.41,Flagship store,Sale
63521826176,272561,2014-11-02,3,1,4,1101,462.42,4866.42,e-Shop,Sale
75365399021,274526,2014-11-02,10,5,4,1251,525.42,5529.42,Flagship store,Sale
19792156528,268098,2014-10-02,3,2,1,711,74.655,785.655,TeleShop,Sale
46596657080,270631,2014-10-02,8,3,1,906,95.13,1001.13,TeleShop,Sale
163194840,268845,2014-10-02,3,5,4,1093,459.06,4831.06,Flagship store,Sale
42749293387,271872,2014-10-02,4,1,1,87,9.135,96.135,e-Shop,Sale
52367686566,271735,2014-10-02,12,5,5,312,163.8,1723.8,MBR,Sale
19030689527,274511,2014-10-02,11,6,1,542,56.91,598.91,e-Shop,Sale
47710448314,269932,2014-10-02,12,6,-4,666,279.72,-2943.72,e-Shop,Return
22385705298,269188,2014-10-02,7,5,5,554,290.85,3060.85,e-Shop,Sale
59105495602,268995,2014-10-02,9,3,4,479,201.18,2117.18,Flagship store,Sale
38825384480,267297,2014-10-02,12,5,4,725,304.5,3204.5,e-Shop,Sale
83881310302,268713,2014-10-02,11,6,5,452,237.3,2497.3,MBR,Sale
81261371045,273625,2014-10-02,10,3,2,815,171.15,1801.15,MBR,Sale
88990481317,273646,2014-10-02,5,3,1,239,25.095,264.095,MBR,Sale
85157626424,271384,2014-10-02,3,2,2,447,93.87,987.87,e-Shop,Sale
64586839639,269225,2014-10-02,4,2,4,813,341.46,3593.46,TeleShop,Sale
97048148140,268101,2014-10-02,4,3,4,1456,611.52,6435.52,Flagship store,Sale
80632003085,268801,2014-10-02,10,6,4,857,359.94,3787.94,e-Shop,Sale
80509578375,273454,2014-10-02,8,3,3,771,242.865,2555.865,e-Shop,Sale
45988245637,270375,2014-09-02,10,5,3,970,305.55,3215.55,e-Shop,Sale
27576087298,270419,2014-09-02,11,6,-2,856,179.76,-1891.76,MBR,Return
62539388511,271683,2014-09-02,1,2,3,77,24.255,255.255,e-Shop,Sale
40251543872,270018,2014-09-02,4,1,1,1149,120.645,1269.645,e-Shop,Sale
23333535918,267067,2014-09-02,7,5,2,306,64.26,676.26,e-Shop,Sale
33632846691,268606,2014-09-02,3,1,-5,1146,601.65,-6331.65,e-Shop,Return
4346259881,269947,2014-09-02,8,3,5,857,449.925,4734.925,TeleShop,Sale
39579115484,267463,2014-09-02,10,3,3,815,256.725,2701.725,MBR,Sale
7038716135,272172,2014-09-02,7,5,3,519,163.485,1720.485,e-Shop,Sale
33587223995,267662,2014-09-02,12,5,2,334,70.14,738.14,e-Shop,Sale
8378457026,273358,2014-09-02,10,3,5,494,259.35,2729.35,e-Shop,Sale
37044229807,269776,2014-09-02,4,4,1,613,64.365,677.365,e-Shop,Sale
67548143862,272515,2014-09-02,1,4,-2,586,123.06,-1295.06,MBR,Return
75768838702,269808,2014-09-02,5,3,3,1381,435.015,4578.015,TeleShop,Sale
72558029032,267467,2014-09-02,1,4,4,611,256.62,2700.62,Flagship store,Sale
83012826863,272365,2014-09-02,11,5,4,825,346.5,3646.5,MBR,Sale
78615435064,270111,2014-09-02,4,3,2,1069,224.49,2362.49,Flagship store,Sale
65766709899,266843,2014-09-02,2,6,5,934,490.35,5160.35,TeleShop,Sale
88707635548,267754,2014-09-02,4,2,1,257,26.985,283.985,e-Shop,Sale
86159101262,270240,2014-09-02,12,5,3,680,214.2,2254.2,e-Shop,Sale
56288202501,267656,2014-08-02,10,6,-3,421,132.615,-1395.615,e-Shop,Return
1255149551,268364,2014-08-02,12,5,1,495,51.975,546.975,TeleShop,Sale
364208039,271694,2014-08-02,3,5,3,935,294.525,3099.525,e-Shop,Sale
13264686077,273267,2014-08-02,4,2,4,1177,494.34,5202.34,e-Shop,Sale
28977973301,273368,2014-08-02,12,6,5,627,329.175,3464.175,MBR,Sale
60419542443,273598,2014-08-02,12,5,2,849,178.29,1876.29,e-Shop,Sale
38646806488,273353,2014-08-02,11,6,2,787,165.27,1739.27,e-Shop,Sale
6002148986,268402,2014-08-02,10,3,3,537,169.155,1780.155,Flagship store,Sale
14834552371,274650,2014-08-02,12,5,1,498,52.29,550.29,Flagship store,Sale
24352273509,273140,2014-08-02,4,4,5,621,326.025,3431.025,e-Shop,Sale
17363351082,267926,2014-08-02,2,6,1,1398,146.79,1544.79,MBR,Sale
61981174638,272143,2014-08-02,4,4,2,615,129.15,1359.15,TeleShop,Sale
90855483222,274895,2014-08-02,5,3,1,372,39.06,411.06,Flagship store,Sale
68620999310,273660,2014-08-02,4,3,4,1202,504.84,5312.84,e-Shop,Sale
90375459981,269269,2014-08-02,4,3,4,232,97.44,1025.44,e-Shop,Sale
76880074300,275227,2014-08-02,10,5,3,298,93.87,987.87,MBR,Sale
65582112405,267243,2014-08-02,1,1,-3,1259,396.585,-4173.585,e-Shop,Return
93495212754,269950,2014-08-02,12,5,2,646,135.66,1427.66,Flagship store,Sale
93868053857,270042,2014-08-02,10,3,5,1393,731.325,7696.325,e-Shop,Sale
33632846691,268606,2014-07-02,3,1,-5,1146,601.65,-6331.65,e-Shop,Return
45033226236,274250,2014-07-02,1,4,2,1326,278.46,2930.46,e-Shop,Sale
12161898302,274402,2014-07-02,1,2,1,891,93.555,984.555,TeleShop,Sale
39489465631,275082,2014-07-02,10,6,2,403,84.63,890.63,MBR,Sale
41870403334,273965,2014-07-02,1,4,5,510,267.75,2817.75,e-Shop,Sale
57797450946,272395,2014-07-02,12,6,5,80,42,442,Flagship store,Sale
59774938687,272137,2014-07-02,12,6,1,541,56.805,597.805,e-Shop,Sale
54468563132,270773,2014-07-02,1,2,1,949,99.645,1048.645,e-Shop,Sale
15209954032,267704,2014-07-02,10,6,4,784,329.28,3465.28,e-Shop,Sale
7699070022,268670,2014-07-02,1,2,1,1183,124.215,1307.215,e-Shop,Sale
54730601969,274917,2014-07-02,1,1,5,102,53.55,563.55,e-Shop,Sale
52050513659,272985,2014-07-02,4,2,3,1389,437.535,4604.535,e-Shop,Sale
34021802745,271577,2014-07-02,3,1,4,1247,523.74,5511.74,Flagship store,Sale
59849740275,270405,2014-07-02,3,5,5,260,136.5,1436.5,TeleShop,Sale
27835361772,273083,2014-07-02,3,1,4,1141,479.22,5043.22,e-Shop,Sale
33904181275,272874,2014-07-02,12,5,5,556,291.9,3071.9,e-Shop,Sale
3030817826,269741,2014-07-02,5,3,1,493,51.765,544.765,e-Shop,Sale
84834490422,271596,2014-07-02,4,1,4,447,187.74,1975.74,e-Shop,Sale
76916560921,268720,2014-07-02,10,6,4,348,146.16,1538.16,e-Shop,Sale
77738613519,275104,2014-07-02,10,5,4,1219,511.98,5387.98,e-Shop,Sale
99564160197,275204,2014-07-02,2,6,-5,868,455.7,-4795.7,MBR,Return
90027428071,275056,2014-07-02,4,1,2,401,84.21,886.21,TeleShop,Sale
75588795256,268275,2014-07-02,4,2,-5,1144,600.6,-6320.6,e-Shop,Return
70614471898,274772,2014-07-02,3,1,5,163,85.575,900.575,TeleShop,Sale
98359405385,274331,2014-07-02,3,5,-4,1314,551.88,-5807.88,MBR,Return
85541056281,273367,2014-07-02,8,3,5,303,159.075,1674.075,MBR,Sale
52563546033,270178,2014-06-02,9,3,5,733,384.825,4049.825,TeleShop,Sale
28640836748,269049,2014-06-02,3,1,5,1293,678.825,7143.825,Flagship store,Sale
21165396469,271101,2014-06-02,11,6,4,427,179.34,1887.34,TeleShop,Sale
61647375755,271935,2014-06-02,3,2,2,282,59.22,623.22,Flagship store,Sale
22635337610,273863,2014-06-02,10,5,2,1137,238.77,2512.77,TeleShop,Sale
61800180485,273363,2014-06-02,3,2,3,575,181.125,1906.125,TeleShop,Sale
28010239247,273871,2014-06-02,2,6,4,897,376.74,3964.74,MBR,Sale
32722184372,269527,2014-06-02,10,5,1,688,72.24,760.24,e-Shop,Sale
10535054637,273221,2014-06-02,6,5,4,1145,480.9,5060.9,TeleShop,Sale
9107602878,266900,2014-06-02,3,1,2,666,139.86,1471.86,Flagship store,Sale
33661068980,273651,2014-06-02,11,5,1,707,74.235,781.235,e-Shop,Sale
8890120338,272794,2014-06-02,10,5,1,615,64.575,679.575,e-Shop,Sale
56624369341,270072,2014-06-02,6,5,1,428,44.94,472.94,Flagship store,Sale
57234040200,272816,2014-06-02,7,5,5,1477,775.425,8160.425,MBR,Sale
91565824523,267833,2014-06-02,12,6,2,571,119.91,1261.91,e-Shop,Sale
78935183480,275010,2014-06-02,3,1,2,1262,265.02,2789.02,e-Shop,Sale
80187350207,269221,2014-06-02,11,5,1,497,52.185,549.185,e-Shop,Sale
71352894214,269787,2014-06-02,3,5,1,96,10.08,106.08,Flagship store,Sale
77645508568,275134,2014-06-02,10,5,3,1052,331.38,3487.38,Flagship store,Sale
81111550420,274369,2014-06-02,10,6,5,1335,700.875,7375.875,MBR,Sale
27576087298,270419,2014-05-02,11,6,2,856,179.76,1891.76,MBR,Sale
51473331806,267794,2014-05-02,1,1,3,292,91.98,967.98,TeleShop,Sale
14735497960,270253,2014-05-02,4,1,1,225,23.625,248.625,TeleShop,Sale
16495297625,270148,2014-05-02,5,3,4,998,419.16,4411.16,Flagship store,Sale
41451156208,272672,2014-05-02,1,2,2,269,56.49,594.49,Flagship store,Sale
28621201753,271310,2014-05-02,10,6,4,219,91.98,967.98,e-Shop,Sale
46654312080,271152,2014-05-02,3,5,2,1106,232.26,2444.26,e-Shop,Sale
34370573493,269370,2014-05-02,9,3,2,83,17.43,183.43,MBR,Sale
33588407342,271494,2014-05-02,3,5,4,559,234.78,2470.78,e-Shop,Sale
46019709226,272852,2014-05-02,11,5,1,882,92.61,974.61,TeleShop,Sale
33632846691,268606,2014-05-02,3,1,5,1146,601.65,6331.65,e-Shop,Sale
95462385777,273023,2014-05-02,11,6,-5,1453,762.825,-8027.825,e-Shop,Return
78340008725,273096,2014-05-02,2,6,2,598,125.58,1321.58,MBR,Sale
94902984271,270831,2014-05-02,8,3,-5,1221,641.025,-6746.025,Flagship store,Return
67958065319,270714,2014-05-02,12,6,2,306,64.26,676.26,e-Shop,Sale
92456150942,267489,2014-05-02,1,1,-4,587,246.54,-2594.54,TeleShop,Return
75588795256,268275,2014-05-02,4,2,5,1144,600.6,6320.6,e-Shop,Sale
21306057166,269711,2014-04-02,6,5,1,207,21.735,228.735,TeleShop,Sale
38796532648,268931,2014-04-02,4,3,5,1076,564.9,5944.9,Flagship store,Sale
51203180395,270481,2014-04-02,2,6,1,1044,109.62,1153.62,Flagship store,Sale
1278547891,270252,2014-04-02,1,4,2,1477,310.17,3264.17,e-Shop,Sale
32815955218,275225,2014-04-02,10,3,4,370,155.4,1635.4,MBR,Sale
6522235782,269285,2014-04-02,3,1,3,907,285.705,3006.705,e-Shop,Sale
56288202501,267656,2014-04-02,10,6,3,421,132.615,1395.615,e-Shop,Sale
47710448314,269932,2014-04-02,12,6,4,666,279.72,2943.72,e-Shop,Sale
61686001091,275196,2014-04-02,1,4,5,1156,606.9,6386.9,MBR,Sale
59263063850,272795,2014-04-02,11,6,3,496,156.24,1644.24,e-Shop,Sale
17471192489,271500,2014-04-02,4,4,-4,526,220.92,-2324.92,TeleShop,Return
95462385777,273023,2014-04-02,11,6,5,1453,762.825,8027.825,e-Shop,Sale
73384846911,273877,2014-04-02,10,3,-3,97,30.555,-321.555,Flagship store,Return
96960790073,273836,2014-04-02,4,4,2,663,139.23,1465.23,MBR,Sale
33506637829,271012,2014-03-02,12,5,5,799,419.475,4414.475,e-Shop,Sale
27482838740,268569,2014-03-02,4,3,4,844,354.48,3730.48,MBR,Sale
22828723502,272596,2014-03-02,4,1,4,240,100.8,1060.8,e-Shop,Sale
19238160624,268057,2014-03-02,4,2,2,667,140.07,1474.07,MBR,Sale
44279555583,270455,2014-03-02,4,1,3,1190,374.85,3944.85,MBR,Sale
26657504316,271288,2014-03-02,7,5,1,1051,110.355,1161.355,Flagship store,Sale
38807835117,269786,2014-03-02,7,5,-5,245,128.625,-1353.625,Flagship store,Return
36980780606,269537,2014-03-02,5,3,4,859,360.78,3796.78,e-Shop,Sale
49910782959,275088,2014-03-02,10,6,5,1158,607.95,6397.95,MBR,Sale
49866131360,268571,2014-03-02,10,6,3,1195,376.425,3961.425,e-Shop,Sale
6194846096,270044,2014-03-02,8,3,5,309,162.225,1707.225,Flagship store,Sale
40128462174,273020,2014-03-02,1,2,2,1362,286.02,3010.02,e-Shop,Sale
46405253470,271583,2014-03-02,6,5,3,509,160.335,1687.335,e-Shop,Sale
41630872980,269697,2014-03-02,8,3,5,1163,610.575,6425.575,TeleShop,Sale
17188218954,274479,2014-03-02,3,2,2,501,105.21,1107.21,Flagship store,Sale
